30303 0
30483 0.005
30663 0.01
30843 0.015
31023 0.025
31203 0.035
31383 0.045
31563 0.06
31743 0.08
31923 0.1
32103 0.12
32283 0.145
32463 0.17
32643 0.195
32823 0.23
33003 0.27
33183 0.32
33363 0.375
33543 0.42
33723 0.46
33903 0.51
34083 0.565
34263 0.62
34443 0.67
34623 0.715
34803 0.765
34983 0.815
35163 0.865
35343 0.92
35523 0.98
35703 1.05
35883 1.125
36063 1.19
36243 1.255
36423 1.325
36603 1.385
36783 1.445
36963 1.525
37143 1.615
37323 1.71
37503 1.815
37683 1.955
37863 2.12
38043 2.27
38223 2.39
38403 2.485
38583 2.56
38763 2.62
38943 2.69
39123 2.765
39303 2.84
39483 2.94
39663 3.07
39843 3.215
40023 3.36
40203 3.51
40383 3.655
40563 3.785
40743 3.93
40923 4.065
41103 4.175
41283 4.285
41463 4.4
41643 4.515
41823 4.625
42003 4.745
42183 4.885
42363 5.035
42543 5.19
42723 5.335
42903 5.455
43083 5.57
43263 5.705
43443 5.855
43623 6
43803 6.155
43983 6.32
44163 6.47
44343 6.61
44523 6.735
44703 6.855
44883 6.99
45063 7.125
45243 7.26
45423 7.4
45603 7.55
45783 7.7
45963 7.855
46143 8.005
46323 8.13
46503 8.26
46683 8.395
46863 8.53
47043 8.66
47223 8.78
47403 8.9
47583 9.035
47763 9.175
47943 9.31
48123 9.45
48303 9.6
48483 9.76
48663 9.92
48843 10.075
49023 10.215
49203 10.345
49383 10.48
49563 10.61
49743 10.725
49923 10.835
50103 10.945
50283 11.04
50463 11.11
50643 11.17
50823 11.235
51003 11.305
51183 11.375
51363 11.445
51543 11.505
51723 11.56
51903 11.615
52083 11.66
52263 11.705
52443 11.75
52623 11.79
52803 11.825
52983 11.86
53163 11.895
53343 11.93
53523 11.965
53703 12
53883 12.035
54063 12.065
54243 12.095
54423 12.125
54603 12.155
54783 12.185
54963 12.21
55143 12.23
55323 12.255
55503 12.28
55683 12.3
55863 12.32
56043 12.335
56223 12.35
56403 12.37
56583 12.385
56763 12.395
56943 12.405
57123 12.415
57303 12.425
57483 12.43
57663 12.435
57843 12.44
58023 12.445
58203 12.45
58383 12.45
58563 12.45
