0 0
29 5.0000001854194E-5
111 0.00029137931982609
119 0.00030113541761967
127 0.00035113541761967
138 0.00051988541550042
157 0.00084261268615668
496 0.0061689284197488
645 0.0084836776267156
778 0.010561187670496
962 0.013462702690231
1029 0.014541281483439
1037 0.014607132228746
1049 0.014657132228746
1057 0.01469046556208
1065 0.01469046556208
1073 0.01474046556208
1131 0.015152965563934
1162 0.015229689704446
1170 0.015242592930662
1178 0.015292592930662
1190 0.015467592930662
1205 0.015642592930662
1213 0.017819259597329
1285 0.037169259597329
1387 0.068767760573962
1425 0.091892751079618
1505 0.14059080337995
1551 0.16850057870279
1645 0.22524712465558
1709 0.26409117847504
1717 0.26653986592248
1726 0.2666929284282
1887 0.26975648407468
2033 0.27208772630329
2165 0.27417585642135
2347 0.27712163677172
2514 0.27979938682512
2667 0.28224040478186
2805 0.28446785573439
2929 0.28645626155757
3102 0.28925142288959
3261 0.29183812807199
3406 0.29417216263675
3609 0.299530062692
3702 0.32964854177861
3716 0.33777488567105
3849 0.41425938560668
3881 0.43300938560668
4032 0.52053494794403
4040 0.52553556372094
4164 0.60277606149644
4172 0.60515831952595
4462 0.60936981949246
4619 0.61196958840075
4758 0.61427142910716
4766 0.61438761615617
4779 0.61451986615787
4787 0.6145512507743
4795 0.6145512507743
4803 0.6145512507743
4890 0.61470175077581
4897 0.61471385997133
4905 0.61476235997303
5068 0.61680054748903
5208 0.6186523879745
5216 0.61870667368939
5226 0.61875667368939
5232 0.61878667368939
5234 0.61878667368939
5242 0.61878667368939
5250 0.61878667368939
5336 0.61893667369257
5344 0.61900062718123
5355 0.61931937718759
5363 0.62160119537404
5381 0.63177719512989
5397 0.64172152835471
5515 0.71452665449407
5578 0.7519698740986
5636 0.78588971418648
5766 0.86163281823095
5931 0.95771743330245
5961 0.97467097842778
6051 1.0253189795264
6059 1.027657957391
6102 1.0279777073891
6114 1.0279919399467
6122 1.0280399399476
6132 1.0280999399486
6140 1.0281509399503
6148 1.028201939952
6156 1.028201939952
6164 1.028251939952
6228 1.028651939952
6404 1.0287529399548
6566 1.0288939058689
