B6_D1_04_Dishwasher_T1_2015_11_17_14_08_08.csv,21600,39600
B6_D1_04_Dishwasher_T2_2015_12_17_18_55_59.csv,54000,75600
B6_D2_10_Washingmachine_T1_2016_01_25_12_41_35.csv,54000,75600
