0 0
180 0.005
360 0.015
540 0.02
720 0.03
900 0.045
1080 0.06
1260 0.08
1440 0.1
1620 0.115
1800 0.135
1980 0.165
2160 0.19
2340 0.22
2520 0.26
2700 0.3
2880 0.345
3060 0.395
3240 0.45
3420 0.5
3600 0.54
3780 0.575
3960 0.6
4140 0.63
4320 0.665
4500 0.695
4680 0.725
4860 0.755
5040 0.785
5220 0.815
5400 0.84
5580 0.86
5760 0.88
5940 0.9
6120 0.92
6300 0.94
6480 0.965
6660 0.995
6840 1.025
7020 1.06
7200 1.1
7380 1.145
7560 1.2
7740 1.255
7920 1.31
8100 1.37
8280 1.43
8460 1.49
8640 1.555
8820 1.615
9000 1.67
9180 1.73
9360 1.785
9540 1.835
9720 1.89
9900 1.945
10080 2
10260 2.06
10440 2.125
10620 2.19
10800 2.255
10980 2.325
11160 2.395
11340 2.465
11520 2.545
11700 2.64
11880 2.745
12060 2.855
12240 2.95
12420 3.03
12600 3.115
12780 3.205
12960 3.32
13140 3.46
13320 3.58
13500 3.68
13680 3.78
13860 3.885
14040 3.985
14220 4.07
14400 4.145
14580 4.23
14760 4.32
14940 4.4
15120 4.485
15300 4.57
15480 4.65
15660 4.735
15840 4.815
16020 4.89
16200 4.965
16380 5.03
16560 5.085
16740 5.135
16920 5.185
17100 5.27
17280 5.375
17460 5.445
17640 5.495
17820 5.545
18000 5.59
18180 5.635
18360 5.69
18540 5.755
18720 5.83
18900 5.905
19080 5.975
19260 6.04
19440 6.09
19620 6.145
19800 6.285
19980 6.48
20160 6.68
20340 6.9
20520 7.12
20700 7.335
20880 7.545
21060 7.75
21240 7.95
21420 8.15
21600 8.35
21780 8.545
21960 8.735
22140 8.925
22320 9.11
22500 9.29
22680 9.465
22860 9.635
23040 9.805
23220 9.97
23400 10.13
23580 10.29
23760 10.445
23940 10.595
24120 10.745
24300 10.895
24480 11.04
24660 11.18
24840 11.31
25020 11.43
25200 11.54
25380 11.64
25560 11.74
25740 11.83
25920 11.91
26100 11.985
26280 12.045
26460 12.095
26640 12.145
26820 12.19
27000 12.23
27180 12.265
27360 12.29
27540 12.315
27720 12.335
27900 12.345
28080 12.355
28260 12.365
28440 12.375
28620 12.38
28800 12.38
28980 12.38
